ts,hefei,ningbo,wenzhou,wuhan,wuxi
4180,98.38,8.19,93.34,8.48,99.3
4185,98.38,8.19,93.34,8.48,99.3
4190,98.38,8.19,93.34,8.48,99.3
4195,98.38,8.19,93.34,8.48,99.3
4200,97.73,7.04,92.51,8.97,99.21
4205,97.73,7.04,92.51,8.97,99.21
4210,97.73,7.04,92.5,8.97,99.21
4215,97.73,7.04,92.5,8.97,99.21
4220,97.73,7.04,92.49,8.97,99.21
4225,97.73,7.04,92.49,8.97,99.21
4230,97.73,7.04,92.48,8.97,99.21
4235,97.73,7.04,92.48,8.97,99.21
4240,97.73,7.04,92.48,8.97,99.21
4245,97.73,7.04,92.47,8.97,99.21
4250,97.73,7.04,92.47,8.97,99.21
4255,97.73,7.04,92.46,8.97,99.21
4260,97.73,7.04,92.46,8.97,99.21
4265,97.73,7.04,92.45,8.97,99.21
4270,97.73,7.04,92.45,8.97,99.21
4275,97.73,7.04,92.45,8.97,99.21
4280,97.73,7.04,92.44,8.97,99.2
4285,97.73,7.04,92.44,8.97,99.2
4290,97.73,7.04,92.43,8.97,99.2
4295,97.73,7.04,92.43,8.97,99.2
4300,97.73,7.04,92.43,8.97,99.2
4305,97.73,7.04,92.42,8.97,99.2
4310,97.73,7.04,92.42,8.97,99.2
4315,97.73,7.04,92.42,8.97,99.2
4320,97.73,7.04,92.41,8.97,99.2
4325,97.73,7.04,92.41,8.97,99.2
4330,97.73,7.04,92.4,8.97,99.2
4335,97.73,7.04,92.4,8.97,99.2
4340,97.73,7.04,92.4,8.97,99.2
4345,97.73,7.04,92.39,8.97,99.2
4350,97.73,7.04,92.39,8.97,99.2
4355,97.73,7.04,92.39,8.97,99.2
4360,97.73,7.04,92.38,8.97,99.2
4365,97.73,7.04,92.38,8.97,99.2
4370,97.73,7.04,92.38,8.97,99.2
4375,97.73,7.04,92.37,8.97,99.2
4380,97.73,7.04,92.37,8.97,99.2
4385,97.73,7.04,92.37,8.97,99.2
4390,97.73,7.04,92.37,8.97,99.2
4395,97.73,7.04,92.36,8.97,99.2
4400,97.73,7.04,92.36,8.97,99.2
4405,97.73,7.04,92.36,8.97,99.2
4410,97.73,7.04,92.35,8.97,99.2
4415,97.73,7.04,92.35,8.97,99.19
4420,97.73,7.04,92.35,8.97,99.19
4425,97.73,7.04,92.34,8.97,99.19
4430,97.73,7.04,92.34,8.97,99.19
4435,97.73,7.04,92.34,8.97,99.19
4440,97.73,7.04,92.34,8.97,99.19
4445,89.48,7.04,92.33,8.97,99.19
4450,88.41,7.04,92.33,8.97,99.19
4455,88.41,7.04,92.33,8.97,99.19
4460,88.41,7.04,92.33,8.97,99.19
4465,88.41,7.04,92.32,8.97,99.19
4470,88.4,7.04,92.32,8.97,99.19
4475,88.4,7.04,92.32,8.97,99.19
4480,88.4,7.04,92.31,8.97,99.19
4485,88.4,7.04,92.31,8.97,99.19
4490,88.4,7.04,92.31,8.97,99.19
4495,88.39,7.04,92.31,8.97,99.19
4500,88.39,7.04,92.31,8.97,99.19
4505,88.39,7.04,92.3,8.97,99.19
4510,88.39,7.04,92.3,8.97,99.19
4515,88.39,7.04,92.3,8.97,99.19
4520,88.39,7.04,92.3,8.97,99.19
4525,88.38,7.04,92.29,8.97,99.19
4530,88.38,7.04,92.29,8.97,99.19
4535,88.38,7.04,92.29,8.97,99.19
4540,88.38,7.04,92.29,8.97,99.19
4545,88.38,7.04,92.28,8.97,99.19
4550,88.38,7.04,92.28,8.97,99.19
4555,88.37,7.04,92.28,8.99,99.19
4560,88.37,7.04,92.28,9.33,99.19
4565,88.37,7.04,92.28,9.33,99.19
4570,88.37,7.04,92.27,9.33,99.19
4575,88.37,7.04,92.27,9.33,99.19
4580,88.37,7.04,92.27,9.33,99.19
4585,88.37,7.04,92.27,9.33,99.19
4590,88.36,7.04,92.27,9.33,99.19
4595,88.36,7.04,92.27,9.33,99.19
4600,88.36,7.04,92.26,9.33,99.19
4605,88.36,7.04,92.26,9.33,99.19
4610,88.36,7.04,92.26,9.33,99.18
4615,88.36,7.04,92.26,9.33,99.18
4620,88.36,7.04,92.26,9.33,99.18
4625,88.35,7.04,92.25,9.33,99.18
4630,88.35,7.04,92.25,9.33,99.18
4635,88.35,7.04,92.25,9.33,99.18
4640,88.35,7.04,92.25,9.33,99.18
4645,88.35,7.04,92.25,9.33,99.18
4650,88.35,7.04,92.25,9.33,99.18
4655,88.35,7.04,92.24,9.33,99.18
4660,88.35,7.04,92.24,9.33,99.18
4665,88.34,7.04,92.24,9.33,99.18
4670,88.34,7.04,92.24,9.33,99.18
4675,88.34,7.04,92.24,9.33,99.18
4680,88.34,7.04,92.24,9.33,99.18
4685,88.34,7.04,92.24,9.33,99.18
4690,88.34,7.04,92.23,9.33,99.18
4695,88.34,7.04,92.23,9.33,99.18
4700,88.34,7.04,92.23,9.33,99.18
4705,88.33,7.04,92.23,9.33,99.18
4710,88.33,7.04,92.23,9.33,99.18
4715,88.33,7.04,92.23,9.33,99.18
4720,88.33,7.04,92.23,9.33,99.18
4725,88.33,7.04,92.22,9.33,99.18
4730,88.33,7.04,92.22,9.33,99.18
4735,88.33,7.04,92.22,9.33,99.18
4740,88.33,7.04,92.22,9.33,99.18
4745,88.33,7.04,92.22,9.33,0.54
4750,88.33,7.04,92.22,9.33,0.54
4755,88.32,7.04,92.22,9.33,0.54
4760,88.32,7.04,92.22,9.33,0.54
4765,88.32,7.04,92.22,9.33,0.54
4770,88.32,7.04,92.21,9.33,0.54
4775,88.32,7.04,92.21,9.33,0.54
4780,88.32,7.04,92.21,9.33,0.54
4785,88.32,7.04,92.21,9.33,0.54
4790,88.32,7.04,92.21,9.33,0.54
4795,88.32,7.04,92.21,9.33,0.54
4800,88.19,6.75,91.57,9.11,0.46
4805,88.19,6.75,91.57,9.11,0.46
4810,88.19,6.75,91.56,9.11,0.46
4815,88.19,6.75,91.56,9.11,0.46
4820,88.18,6.75,91.55,9.11,0.46
4825,88.18,6.75,91.55,9.11,0.46
4830,88.18,6.75,91.55,9.11,0.46
4835,88.17,6.75,91.54,9.11,0.46
4840,88.17,6.75,91.54,9.11,0.46
4845,88.17,6.75,91.54,9.11,0.46
4850,88.17,6.75,91.53,9.11,0.46
4855,88.16,6.75,91.53,9.11,0.46
4860,88.16,6.75,91.53,9.11,0.46
4865,88.16,6.75,91.52,9.11,0.46
4870,88.15,6.75,91.52,9.11,0.46
4875,88.15,6.75,91.52,9.11,0.46
4880,88.15,6.75,91.51,9.11,0.46
4885,88.15,6.75,91.51,9.11,0.46
4890,88.14,6.75,91.51,9.11,0.46
4895,88.14,6.75,91.5,9.11,0.46
4900,88.14,6.75,91.5,9.11,0.46
4905,88.14,6.75,91.5,9.11,0.46
4910,88.13,6.75,91.5,9.11,0.46
4915,88.13,6.75,91.49,9.11,0.46
4920,88.13,6.75,91.49,9.11,0.46
4925,88.13,6.75,91.49,9.11,0.46
4930,88.12,6.75,91.48,9.11,0.46
4935,88.12,6.75,91.48,9.11,0.46
4940,88.12,6.75,91.48,9.11,0.46
4945,88.12,6.75,91.48,9.11,0.46
4950,88.12,6.75,91.47,9.11,0.46
4955,88.11,6.75,91.47,9.11,0.46
4960,88.11,6.75,91.47,9.11,0.46
4965,88.11,6.75,91.46,9.11,0.46
4970,88.11,6.75,91.46,9.11,0.46
4975,88.1,6.75,91.46,9.11,0.46
4980,88.1,6.75,91.46,9.11,0.46
4985,88.1,6.75,91.45,9.11,0.46
4990,88.1,6.75,91.45,9.11,0.46
4995,88.1,6.75,91.45,9.11,0.46
5000,88.09,6.75,91.45,9.11,0.46
5005,88.09,6.75,91.44,9.11,0.46
5010,88.09,6.75,91.44,9.11,0.46
5015,88.09,6.75,91.44,9.11,0.46
5020,88.09,6.75,91.44,9.11,0.46
5025,88.08,6.75,91.43,9.11,0.46
5030,88.08,6.75,91.43,9.11,0.46
5035,88.08,6.75,91.43,9.11,0.46
5040,88.08,6.75,91.43,9.11,0.46
5045,88.08,6.75,91.43,9.11,0.46
5050,88.07,6.75,91.42,9.11,0.46
5055,88.07,6.75,91.42,9.11,0.46
5060,88.07,6.75,91.42,9.11,0.46
5065,88.07,6.75,91.42,9.11,0.46
5070,88.07,6.75,91.41,9.11,0.46
5075,88.07,6.75,91.41,9.11,0.46
5080,88.06,6.75,91.41,9.11,0.46
5085,88.06,6.75,91.41,9.11,0.46
5090,88.06,6.75,91.41,9.11,0.46
5095,88.06,6.75,91.4,9.11,0.46
5100,88.06,6.75,91.4,9.11,0.46
5105,88.06,6.75,91.4,9.11,0.46
5110,88.05,6.75,91.4,9.11,0.46
5115,88.05,6.75,91.4,9.11,0.46
5120,88.05,6.75,91.39,9.11,0.46
5125,88.05,6.75,91.39,9.11,0.46
5130,88.05,6.75,91.39,9.11,0.46
5135,88.05,6.75,91.39,9.11,0.46
5140,88.04,6.75,91.39,9.11,0.46
5145,88.04,6.75,91.39,9.11,0.46
5150,88.04,6.75,91.38,9.11,0.46
5155,88.04,6.75,91.38,9.11,0.46
5160,88.04,6.75,91.38,9.11,0.46
5165,88.04,6.75,91.38,8.76,0.46
5170,88.03,6.75,91.38,8.76,0.46
5175,88.03,6.75,91.38,8.76,0.46
5180,88.03,6.75,91.37,8.76,0.46
5185,88.03,6.75,91.37,8.76,0.46
5190,88.03,6.75,91.37,8.76,0.46
5195,88.03,6.75,91.37,8.76,0.46
5200,88.03,6.75,91.37,8.76,0.46
5205,88.03,6.75,91.37,8.76,0.46
5210,88.02,6.75,91.36,8.76,0.46
5215,88.02,6.75,91.36,8.76,0.46
5220,88.02,6.75,91.36,8.76,0.46
5225,15.56,6.75,5.72,8.76,0.46
5230,15.56,6.75,5.72,8.76,0.46
5235,15.56,6.75,5.72,8.76,0.46
5240,15.56,6.75,5.72,8.76,0.46
5245,15.56,6.75,5.72,8.76,0.46
5250,15.56,6.75,5.72,8.76,0.46
5255,15.56,6.75,5.72,8.76,0.46
5260,15.56,6.75,5.72,8.76,0.46
5265,15.56,6.75,5.72,8.76,0.46
5270,15.56,6.75,5.72,8.76,0.46
5275,15.56,6.75,5.72,8.76,0.46
5280,15.56,6.75,5.72,8.76,0.46
5285,15.56,6.75,5.72,8.76,0.46
5290,15.56,6.75,5.72,8.76,0.46
5295,15.56,6.75,5.72,8.76,0.46
5300,15.56,6.75,5.72,8.76,0.46
5305,15.56,6.75,5.72,8.76,0.46
5310,15.56,6.75,5.72,8.76,0.46
5315,15.56,6.75,5.72,8.76,0.46
5320,15.56,6.75,5.72,8.76,0.46
5325,15.56,6.75,5.72,8.76,0.46
5330,15.56,6.75,5.72,8.76,0.46
5335,15.56,6.75,5.72,8.76,0.46
5340,15.56,6.75,5.72,8.76,0.46
5345,15.56,6.75,5.72,8.76,0.46
5350,15.56,6.75,5.72,8.76,0.46
5355,15.56,6.75,5.72,8.76,0.46
5360,15.56,6.75,5.72,8.76,0.46
5365,15.56,6.75,5.72,8.76,0.46
5370,15.56,6.75,5.72,8.76,0.46
5375,15.56,6.75,5.72,8.76,0.46
5380,15.56,6.75,5.72,8.76,0.46
5385,15.56,6.75,5.72,8.76,0.46
5390,15.56,6.75,5.72,8.76,0.46
5395,15.56,6.75,5.72,8.76,0.46
5400,16.88,5.82,5.46,8.57,0.37
5405,16.88,5.82,5.46,8.57,0.37
5410,16.88,5.82,5.46,8.57,0.37
5415,16.88,5.82,5.46,8.57,0.37
5420,16.88,5.82,5.46,8.57,0.37
5425,16.88,5.82,5.46,8.57,0.37
5430,16.88,5.82,5.46,8.57,0.37
5435,16.88,5.82,5.46,8.57,0.37
5440,16.88,5.82,5.46,8.57,0.37
5445,16.88,5.82,5.46,8.57,0.37
5450,16.88,5.82,5.46,8.57,0.37
5455,16.88,5.82,5.46,8.57,0.37
5460,16.88,5.82,5.46,8.57,0.37
5465,16.88,5.82,5.46,8.57,0.37
5470,16.88,5.82,5.46,8.57,0.37
5475,16.88,5.82,5.46,8.57,0.37
5480,16.88,5.82,5.46,8.57,0.37
5485,16.88,5.82,5.46,8.57,0.37
5490,16.88,5.82,5.46,8.57,0.37
5495,16.88,5.82,5.46,8.57,0.37
5500,16.88,5.82,5.46,8.57,0.37
5505,16.88,5.82,5.46,8.57,0.37
5510,16.88,5.82,5.46,8.57,0.37
5515,16.88,5.82,5.46,8.57,0.37
5520,16.88,5.82,5.46,8.57,0.37
5525,16.88,5.82,5.46,8.57,0.37
5530,16.88,5.82,5.46,8.57,0.37
5535,16.88,5.82,5.46,8.57,0.37
5540,16.88,5.82,5.46,8.57,0.37
5545,16.88,5.82,5.46,8.57,0.37
5550,16.88,5.82,5.46,8.57,0.37
5555,16.88,5.82,5.46,8.57,0.37
5560,16.88,5.82,5.46,8.57,0.37
5565,16.88,5.82,5.46,8.57,0.37
5570,16.88,5.82,5.46,8.57,0.37
5575,16.88,5.82,5.46,8.57,0.37
5580,16.88,5.82,5.46,8.57,0.37
5585,16.88,5.82,5.46,8.57,0.37
5590,16.88,5.82,5.46,8.57,0.37
5595,16.88,5.82,5.46,8.57,0.37
5600,16.88,5.82,5.46,8.57,0.37
5605,16.88,5.82,5.46,8.57,0.37
5610,16.88,5.82,5.46,8.57,0.37
5615,16.88,5.82,5.46,8.57,0.37
5620,16.88,5.82,5.46,8.57,0.37
5625,16.88,5.82,5.46,8.57,0.37
5630,16.88,5.82,5.46,8.57,0.37
5635,16.88,5.82,5.46,8.57,0.37
5640,16.88,5.82,5.46,8.57,0.37
5645,16.88,5.82,5.46,8.57,0.37
5650,16.88,5.82,5.46,8.57,0.37
5655,16.88,5.82,5.46,8.57,0.37
5660,16.88,5.82,5.46,8.57,0.37
5665,16.88,5.82,5.46,8.57,0.37
5670,16.88,5.82,5.46,8.57,0.37
5675,16.88,5.82,5.46,8.57,0.37
5680,16.88,5.82,5.46,8.57,0.37
5685,16.88,5.82,5.46,8.57,0.37
5690,16.88,5.82,5.46,8.57,0.37
5695,16.88,5.82,5.46,8.57,0.37
5700,16.88,5.82,5.46,8.57,0.37
5705,16.88,5.82,5.46,8.57,0.37
5710,16.88,5.82,5.46,8.57,0.37
5715,16.88,5.82,5.46,8.57,0.37
5720,16.88,5.82,5.46,8.57,0.37
5725,16.88,5.82,5.46,8.57,0.37
5730,16.88,5.82,5.46,8.57,0.37
5735,16.88,5.82,5.46,8.57,0.37
5740,16.88,5.82,5.46,8.57,0.37
5745,16.88,5.82,5.46,8.57,0.37
5750,16.88,5.82,5.46,8.57,0.37
5755,16.88,5.82,5.46,8.57,0.37
5760,16.88,5.82,5.46,8.57,0.37
5765,16.88,5.82,5.46,8.57,0.37
5770,16.88,5.82,5.46,8.57,0.37
5775,16.88,5.82,5.46,8.57,0.37
5780,16.88,5.82,5.46,8.57,0.37
5785,16.88,5.82,5.46,8.57,0.37
5790,16.88,5.82,5.46,8.57,0.37
5795,16.88,5.82,5.46,8.57,0.37
5800,16.88,5.82,5.46,8.57,0.37
5805,16.88,5.82,5.46,8.57,0.37
5810,16.88,5.82,5.46,8.57,0.37
5815,16.88,5.82,5.46,8.57,0.37
5820,16.88,5.82,5.46,8.57,0.37
5825,16.88,5.82,5.46,8.57,0.37
5830,16.88,5.82,5.46,8.57,0.37
5835,16.88,5.82,5.46,8.57,0.37
5840,16.88,5.82,5.46,8.57,0.37
5845,16.88,5.82,5.46,8.57,0.37
5850,16.88,5.82,5.46,8.57,0.37
5855,16.88,5.82,5.46,8.57,0.37
5860,16.88,5.82,5.46,8.57,0.37
5865,16.88,5.82,5.46,8.57,0.37
5870,16.88,5.82,5.46,8.57,0.37
5875,16.88,5.82,5.46,8.57,0.37
5880,16.88,5.82,5.46,8.57,0.37
5885,16.88,5.82,5.46,8.57,0.37
5890,16.88,5.82,5.46,8.57,0.37
5895,16.88,5.82,5.46,8.57,0.37
5900,16.88,5.82,5.46,8.57,0.37
5905,16.88,5.82,5.46,8.57,0.37
5910,16.88,5.82,5.46,8.57,0.37
5915,16.88,5.82,5.46,8.57,0.37
5920,16.88,5.82,5.46,8.57,0.37
5925,16.88,5.82,5.46,8.57,0.37
5930,16.88,5.82,5.46,8.57,0.37
5935,16.88,5.82,5.46,8.57,0.37
5940,16.88,5.82,5.46,8.57,0.37
5945,16.88,5.82,5.46,8.57,0.37
5950,16.88,5.82,5.46,8.57,0.37
5955,16.88,5.82,5.46,8.57,0.37
5960,16.88,5.82,5.46,8.57,0.37
5965,16.88,5.82,5.46,8.57,0.37
5970,16.88,5.82,5.46,8.57,0.37
5975,16.88,5.82,5.46,8.57,0.37
5980,16.88,5.82,5.46,8.57,0.37
5985,16.88,5.82,5.46,8.57,0.37
5990,16.88,5.82,5.46,8.57,0.37
5995,16.88,5.82,5.46,8.57,0.37
6000,16.37,13.49,5.49,8.66,0.37
6005,16.37,13.49,5.49,8.66,0.37
6010,16.37,13.49,5.49,8.66,0.37
6015,16.37,13.49,5.49,8.66,0.37
6020,16.37,13.49,5.49,8.66,0.37
6025,16.37,13.49,5.49,8.66,0.37
6030,16.37,13.49,5.49,8.66,0.37
6035,16.37,13.49,5.49,8.66,0.37
6040,16.37,13.49,5.49,8.66,0.37
6045,16.37,13.49,5.49,8.66,0.37
6050,16.37,13.49,5.49,8.66,0.37
6055,16.37,13.49,5.49,8.66,0.37
6060,16.37,13.49,5.49,8.66,0.37
6065,16.37,13.49,5.49,8.66,0.37
6070,16.37,13.49,5.49,8.66,0.37
6075,16.37,13.49,5.49,8.66,0.37
6080,16.37,13.49,5.49,8.66,0.37
6085,16.37,13.49,5.49,8.66,0.37
6090,16.37,13.49,5.49,8.66,0.37
6095,16.37,13.49,5.49,8.66,0.37
6100,16.37,13.49,5.49,8.66,0.37
6105,16.37,13.49,5.49,8.66,0.37
6110,16.37,13.49,5.49,8.66,0.37
6115,16.37,13.49,5.49,8.66,0.37
6120,16.37,13.49,5.49,8.66,0.37
6125,16.37,13.49,5.49,8.66,0.37
6130,16.37,13.49,5.49,8.66,0.37
6135,16.37,13.49,5.49,8.66,0.37
6140,16.37,13.49,5.49,8.66,0.37
6145,16.37,13.49,5.49,8.66,0.37
6150,16.37,13.49,5.49,8.66,0.37
6155,16.37,13.49,5.49,8.66,0.37
6160,16.37,13.49,5.49,8.66,0.37
6165,16.37,13.49,5.49,8.66,0.37
6170,16.37,13.49,5.49,8.66,0.37
6175,16.37,13.49,5.49,8.66,0.37
6180,16.37,13.49,5.49,8.66,0.37
6185,16.37,13.49,5.49,8.66,0.37
6190,16.37,13.49,5.49,8.66,0.37
6195,16.37,13.49,5.49,8.66,0.37
6200,16.37,13.49,5.49,8.66,0.37
6205,16.37,13.49,5.49,8.66,0.37
6210,16.37,13.49,5.49,8.66,0.37
6215,16.37,13.49,5.49,8.66,0.37
6220,16.37,13.49,5.49,8.66,0.37
6225,16.37,13.49,5.49,8.66,0.37
6230,16.37,13.49,5.49,8.66,0.37
6235,16.37,13.49,5.49,8.66,0.37
6240,16.37,13.49,5.49,8.66,0.37
6245,16.37,13.49,5.49,8.66,0.37
6250,16.37,13.49,5.49,8.66,0.37
6255,16.37,13.49,5.49,8.66,0.37
6260,16.37,13.49,5.49,8.66,0.37
6265,16.37,13.49,5.49,8.66,0.37
6270,16.37,13.49,5.49,8.66,0.37
6275,16.37,13.49,5.49,8.66,0.37
6280,16.37,13.49,5.49,8.66,0.37
6285,16.37,13.49,5.49,8.66,0.37
6290,16.37,13.49,5.49,8.66,0.37
6295,16.37,13.49,5.49,8.66,0.37
6300,16.37,13.49,5.49,8.66,0.37
6305,16.37,13.49,5.49,8.66,0.37
6310,16.37,13.49,5.49,8.66,0.37
6315,16.37,13.49,5.49,8.66,0.37
6320,16.37,13.49,5.49,8.66,0.37
6325,16.37,13.49,5.49,8.66,0.37
6330,16.37,13.49,5.49,8.66,0.37
6335,16.37,13.49,5.49,8.66,0.37
6340,16.37,13.49,5.49,8.66,0.37
6345,16.37,13.49,5.49,8.66,0.37
6350,16.37,13.49,5.49,8.66,0.37
6355,16.37,13.49,5.49,8.66,0.37
6360,16.37,13.49,5.49,8.66,0.37
6365,16.37,13.49,5.49,8.66,0.37
6370,16.37,13.49,5.49,8.66,0.37
6375,16.37,13.49,5.49,8.66,0.37
6380,16.37,13.49,5.49,8.66,0.37
6385,16.37,13.49,5.49,8.66,0.37
6390,16.37,13.49,5.49,8.66,0.37
6395,16.37,13.49,5.49,8.66,0.37
6400,16.37,13.49,5.49,8.66,0.37
6405,16.37,13.49,5.49,8.66,0.37
6410,16.37,13.49,5.49,8.66,0.37
6415,16.37,13.49,5.49,8.66,0.37
6420,16.37,13.49,5.49,8.66,0.37
6425,16.37,13.49,5.49,8.66,0.37
6430,16.37,13.49,5.49,8.66,0.37
6435,16.37,13.49,5.49,8.66,0.37
6440,16.37,13.49,5.49,8.66,0.37
6445,16.37,13.49,5.49,8.66,0.37
6450,16.37,13.49,5.49,8.66,0.37
6455,16.37,13.49,5.49,8.66,0.37
6460,16.37,13.49,5.49,8.66,0.37
6465,16.37,13.49,5.49,8.66,0.37
6470,16.37,13.49,5.49,8.66,0.37
6475,16.37,13.49,5.49,8.66,0.37
6480,16.37,13.49,5.49,8.66,0.37
6485,16.37,13.49,5.49,8.66,0.37
6490,16.37,13.49,5.49,8.66,0.37
6495,16.37,13.49,5.49,8.66,0.37
6500,16.37,13.49,5.49,8.66,0.37
6505,16.37,13.49,5.49,8.66,0.37
6510,16.37,13.49,5.49,8.66,0.37
6515,16.37,13.49,5.49,8.66,0.37
6520,16.37,13.49,5.49,8.66,0.37
6525,16.37,13.49,5.49,8.66,0.37
6530,16.37,13.49,5.49,8.66,0.37
6535,16.37,13.49,5.49,8.66,0.37
6540,16.37,13.49,5.49,8.66,0.37
6545,16.37,13.49,5.49,8.66,0.37
6550,16.37,13.49,5.49,8.66,0.37
6555,16.37,13.49,5.49,8.66,0.37
6560,16.37,13.49,5.49,8.66,0.37
6565,16.37,13.49,5.49,8.66,0.37
6570,16.37,13.49,5.49,8.66,0.37
6575,16.37,13.49,5.49,8.66,0.37
6580,16.37,13.49,5.49,8.66,0.37
6585,16.37,13.49,5.49,8.66,0.37
6590,16.37,13.49,5.49,8.66,0.37
6595,16.37,13.49,5.49,8.66,0.37
6600,15.04,12.88,5.47,8.76,0.35
6605,15.04,12.88,5.47,8.76,0.35
6610,15.04,12.88,5.47,8.76,0.35
6615,15.04,12.88,5.47,8.76,0.35
6620,15.04,12.88,5.47,8.76,0.35
6625,15.04,12.88,5.47,8.76,0.35
6630,15.04,12.88,5.47,8.76,0.35
6635,15.04,12.88,5.47,8.76,0.35
6640,15.04,12.88,5.47,8.76,0.35
6645,15.04,12.88,5.47,8.76,0.35
6650,15.04,12.88,5.47,8.76,0.35
6655,15.04,12.88,5.47,8.76,0.35
6660,15.04,12.88,5.47,8.76,0.35
6665,15.04,12.88,5.47,8.76,0.35
6670,15.04,12.88,5.47,8.76,0.35
6675,15.04,12.88,5.47,8.76,0.35
6680,15.04,12.88,5.47,8.76,0.35
6685,15.04,12.88,5.47,8.76,0.35
6690,15.04,12.88,5.47,8.76,0.35
6695,15.04,12.88,5.47,8.76,0.35
6700,15.04,12.88,5.47,8.76,0.35
6705,15.04,12.88,5.47,8.76,0.35
6710,15.04,12.88,5.47,8.76,0.35
6715,15.04,12.88,5.47,8.76,0.35
6720,15.04,12.88,5.47,8.76,0.35
6725,15.04,12.88,5.47,8.76,0.35
6730,15.04,12.88,5.47,8.76,0.35
6735,15.04,12.88,5.47,8.76,0.35
6740,15.04,12.88,5.47,8.76,0.35
6745,15.04,12.88,5.47,8.76,0.35
6750,15.04,12.88,5.47,8.76,0.35
6755,15.04,12.88,5.47,8.76,0.35
6760,15.04,12.88,5.47,8.76,0.35
6765,15.04,12.88,5.47,8.76,0.35
6770,15.04,12.88,5.47,8.76,0.35
6775,15.04,12.88,5.47,8.76,0.35
6780,15.04,12.88,5.47,8.76,0.35
6785,15.04,12.88,5.47,8.76,0.35
6790,15.04,12.88,5.47,8.76,0.35
6795,15.04,12.88,5.47,8.76,0.35
6800,15.04,12.88,5.47,8.76,0.35
6805,15.04,12.88,5.47,8.76,0.35
6810,15.04,12.88,5.47,8.76,0.35
6815,15.04,12.88,5.47,8.76,0.35
6820,15.04,12.88,5.47,8.76,0.35
6825,15.04,12.88,5.47,8.76,0.35
6830,15.04,12.88,5.47,8.76,0.35
6835,15.04,12.88,5.47,8.76,0.35
6840,15.04,12.88,5.47,8.76,0.35
6845,15.04,12.88,5.47,8.76,0.35
6850,15.04,12.88,5.47,8.76,0.35
6855,15.04,12.88,5.47,8.76,0.35
6860,15.04,12.88,5.47,8.76,0.35
6865,15.04,12.88,5.47,8.76,0.35
6870,15.04,12.88,5.47,8.76,0.35
6875,15.04,12.88,5.47,8.76,0.35
6880,15.04,12.88,5.47,8.76,0.35
6885,15.04,12.88,5.47,8.76,0.35
6890,15.04,12.88,5.47,8.76,0.35
6895,15.04,12.88,5.47,8.76,0.35
6900,15.04,12.88,5.47,8.76,0.35
6905,15.04,12.88,5.47,8.76,0.35
6910,15.04,12.88,5.47,8.76,0.35
6915,15.04,12.88,5.47,8.76,0.35
6920,15.04,12.88,5.47,8.76,0.35
6925,15.04,12.88,5.47,8.76,0.35
6930,15.04,12.88,5.47,8.76,0.35
6935,15.04,12.88,5.47,8.76,0.35
6940,15.04,12.88,5.47,8.76,0.35
6945,15.04,12.88,5.47,8.76,0.35
6950,15.04,12.88,5.47,8.76,0.35
6955,15.04,12.88,5.47,8.76,0.35
6960,15.04,12.88,5.47,8.76,0.35
6965,15.04,12.88,5.47,8.76,0.35
6970,15.04,12.88,5.47,8.76,0.35
6975,15.04,12.88,5.47,8.76,0.35
6980,15.04,12.88,5.47,8.76,0.35
6985,15.04,12.88,5.47,8.76,0.35
6990,15.04,12.88,5.47,8.76,0.35
6995,15.04,12.88,5.47,8.76,0.35
7000,15.04,12.88,5.47,8.76,0.35
7005,15.04,12.88,5.47,8.76,0.35
7010,15.04,12.88,5.47,8.76,0.35
7015,15.04,12.88,5.47,8.76,0.35
7020,15.04,12.88,5.47,8.76,0.35
7025,15.04,12.88,5.47,8.76,0.35
7030,15.04,12.88,5.47,8.76,0.35
7035,15.04,12.88,5.47,8.76,0.35
7040,15.04,12.88,5.47,8.76,0.35
7045,15.04,12.88,5.47,8.76,0.35
7050,15.04,12.88,5.47,8.76,0.35
7055,15.04,12.88,5.47,8.76,0.35
7060,15.04,12.88,5.47,8.76,0.35
7065,15.04,12.88,5.47,8.76,0.35
7070,15.04,12.88,5.47,8.76,0.35
7075,15.04,12.88,5.47,8.76,0.35
7080,15.04,12.88,5.47,8.76,0.35
7085,15.04,12.88,5.47,8.76,0.35
7090,15.04,12.88,5.47,8.76,0.35
7095,15.04,12.88,5.47,8.76,0.35
7100,15.04,12.88,5.47,8.76,0.35
7105,15.04,12.88,5.47,8.76,0.35
7110,15.04,12.88,5.47,8.76,0.35
7115,15.04,12.88,5.47,8.76,0.35
7120,15.04,12.88,5.47,8.76,0.35
7125,15.04,12.88,5.47,8.76,0.35
7130,15.04,12.88,5.47,8.76,0.35
7135,15.04,12.88,5.47,8.76,0.35
7140,15.04,12.88,5.47,8.76,0.35
7145,15.04,12.88,5.47,8.76,0.35
7150,15.04,12.88,5.47,8.76,0.35
7155,15.04,12.88,5.47,8.76,0.35
7160,15.04,12.88,5.47,8.76,0.35
7165,15.04,12.88,5.47,8.76,0.35
7170,15.04,12.88,5.47,8.76,0.35
7175,15.04,12.88,5.47,8.76,0.35
7180,15.04,12.88,5.47,8.76,0.35
7185,15.04,12.88,5.47,8.76,0.35
7190,15.04,12.88,5.47,8.76,0.35
7195,15.04,12.88,5.47,8.76,0.35
7200,13.93,10.73,4.56,8.56,0.35
7205,13.93,10.73,4.56,8.56,0.35
7210,13.93,10.73,4.56,8.56,0.35
