ts,beijing_dongguan,beijing_nanjing,dongguan_beijing,dongguan_nanjing,nanjing_beijing,nanjing_dongguan
5235,0.55,10.37,0.15,18.59,6.01,30.13
5240,0.55,10.37,0.15,18.59,6.01,30.13
5245,0.55,10.37,0.15,18.59,6.01,30.13
5250,0.55,10.37,0.15,18.59,6.01,30.13
5255,0.55,10.37,0.15,18.59,6.01,30.13
5260,0.55,10.37,0.15,18.59,6.01,30.13
5265,0.55,10.37,0.15,18.59,6.01,30.13
5270,0.55,10.37,0.15,18.59,6.01,30.13
5275,0.55,10.37,0.15,18.59,6.01,30.13
5280,0.55,10.37,0.15,18.59,6.01,30.13
5285,0.55,10.37,0.15,18.59,6.01,30.13
5290,0.55,10.37,0.15,18.59,6.01,30.13
5295,0.55,10.37,0.15,18.59,6.01,30.13
5300,0.55,10.37,0.15,18.59,6.01,30.13
5305,0.55,10.37,0.15,18.59,6.01,30.13
5310,0.55,10.37,0.15,18.59,6.01,30.13
5315,0.55,10.37,0.15,18.59,6.01,30.13
5320,0.55,10.37,0.15,18.59,6.01,30.13
5325,0.55,10.37,0.15,18.59,6.01,30.13
5330,0.55,10.37,0.15,18.59,6.01,30.13
5335,0.55,10.37,0.15,18.59,6.01,30.13
5340,0.55,10.37,0.15,18.59,6.01,30.13
5345,0.55,10.37,0.15,18.59,6.01,30.13
5350,0.55,10.37,0.15,18.59,6.01,30.13
5355,0.55,10.37,0.15,18.59,6.01,30.13
5360,0.55,10.37,0.15,18.59,6.01,30.13
5365,0.55,10.37,0.15,18.59,6.01,30.13
5370,0.55,10.37,0.15,18.59,6.01,30.13
5375,0.55,10.37,0.15,18.59,6.01,30.13
5380,0.55,10.37,0.15,18.59,6.01,30.13
5385,0.55,10.37,0.15,18.59,6.01,30.13
5390,0.55,10.37,0.15,18.59,6.01,30.13
5395,0.55,10.37,0.15,18.59,6.01,30.13
5400,0.53,9.87,0.14,18.33,5.9,29.39
5405,0.53,9.87,0.14,18.33,5.9,29.39
5410,0.53,9.87,0.14,18.33,5.9,29.39
5415,0.53,9.87,0.14,18.33,5.9,29.39
5420,0.53,9.87,0.14,18.33,5.9,29.39
5425,0.53,9.87,0.14,18.33,5.9,29.39
5430,0.53,9.87,0.14,18.33,5.9,29.39
5435,0.53,9.87,0.14,18.33,5.9,29.39
5440,0.53,9.87,0.14,18.33,5.9,29.39
5445,0.53,9.87,0.14,18.33,5.9,29.39
5450,0.53,9.87,0.14,18.33,5.9,29.39
5455,0.53,9.87,0.14,18.33,5.9,29.39
5460,0.53,9.87,0.14,18.33,5.9,29.39
5465,0.53,9.87,0.14,18.33,5.9,29.39
5470,0.53,9.87,0.14,18.33,5.9,29.39
5475,0.53,9.87,0.14,18.33,5.9,29.39
5480,0.53,9.87,0.14,18.33,5.9,29.39
5485,0.53,9.87,0.14,18.33,5.9,29.39
5490,0.53,9.87,0.14,18.33,5.9,29.39
5495,0.53,9.87,0.14,18.33,5.9,29.39
5500,0.53,9.87,0.14,18.33,5.9,29.39
5505,0.53,9.87,0.14,18.33,5.9,29.39
5510,0.53,9.87,0.14,18.33,5.9,29.39
5515,0.53,9.87,0.14,18.33,5.9,29.39
5520,0.53,9.87,0.14,18.33,5.9,29.39
5525,0.53,9.87,0.14,18.33,5.9,29.39
5530,0.53,9.87,0.14,18.33,5.9,29.39
5535,0.53,9.87,0.14,18.33,5.9,29.39
5540,0.53,9.87,0.14,18.33,5.9,29.39
5545,0.53,9.87,0.14,18.33,5.9,29.39
5550,0.53,9.87,0.14,18.33,5.9,29.39
5555,0.53,9.87,0.14,18.33,5.9,29.39
5560,0.53,9.87,0.14,18.33,5.9,29.39
5565,0.53,9.87,0.14,18.33,5.9,29.39
5570,0.53,9.87,0.14,18.33,5.9,29.39
5575,0.53,9.87,0.14,18.33,5.9,29.39
5580,0.53,9.87,0.14,18.33,5.9,29.39
5585,0.53,9.87,0.14,18.33,5.9,29.39
5590,0.53,9.87,0.14,18.33,5.9,29.39
5595,0.53,9.87,0.14,18.33,5.9,29.39
5600,0.53,9.87,0.14,18.33,5.9,29.39
5605,0.53,9.87,0.14,18.33,5.9,29.39
5610,0.53,9.87,0.14,18.33,5.9,29.39
5615,0.53,9.87,0.14,18.33,5.9,29.39
5620,0.53,9.87,0.14,18.33,5.9,29.39
5625,0.53,9.87,0.14,18.33,5.9,29.39
5630,0.53,9.87,0.14,18.33,5.9,29.39
5635,0.53,9.87,0.14,18.33,5.9,29.39
5640,0.53,9.87,0.14,18.33,5.9,29.39
5645,0.53,9.87,0.14,18.33,5.9,29.39
5650,0.53,9.87,0.14,18.33,5.9,29.39
5655,0.53,9.87,0.14,18.33,5.9,29.39
5660,0.53,9.87,0.14,18.33,5.9,29.39
5665,0.53,9.87,0.14,18.33,5.9,29.39
5670,0.53,9.87,0.14,18.33,5.9,29.39
5675,0.53,9.87,0.14,18.33,5.9,29.39
5680,0.53,9.87,0.14,18.33,5.9,29.39
5685,0.53,9.87,0.14,18.33,5.9,29.39
5690,0.53,9.87,0.14,18.33,5.9,29.39
5695,0.53,9.87,0.14,18.33,5.9,29.39
5700,0.53,9.87,0.14,18.33,5.9,29.39
5705,0.53,9.87,0.14,18.33,5.9,29.39
5710,0.53,9.87,0.14,18.33,5.9,29.39
5715,0.53,9.87,0.14,18.33,5.9,29.39
5720,0.53,9.87,0.14,18.33,5.9,29.39
5725,0.53,9.87,0.14,18.33,5.9,29.39
5730,0.53,9.87,0.14,18.33,5.9,29.39
5735,0.53,9.87,0.14,18.33,5.9,29.39
5740,0.53,9.87,0.14,18.33,5.9,29.39
5745,0.53,9.87,0.14,18.33,5.9,29.39
5750,0.53,9.87,0.14,18.33,5.9,29.39
5755,0.53,9.87,0.14,18.33,5.9,29.39
5760,0.53,9.87,0.14,18.33,5.9,29.39
5765,0.53,9.87,0.14,18.33,5.9,29.39
5770,0.53,9.87,0.14,18.33,5.9,29.39
5775,0.53,9.87,0.14,18.33,5.9,29.39
5780,0.53,9.87,0.14,18.33,5.9,29.39
5785,0.53,9.87,0.14,18.33,5.9,29.39
5790,0.53,9.87,0.14,18.33,5.9,29.39
5795,0.53,9.87,0.14,18.33,5.9,29.39
5800,0.53,9.87,0.14,18.33,5.9,29.39
5805,0.53,9.87,0.14,18.33,5.9,29.39
5810,0.53,9.87,0.14,18.33,5.9,29.39
5815,0.53,9.87,0.14,18.33,5.9,29.39
5820,0.53,9.87,0.14,18.33,5.9,29.39
5825,0.53,9.87,0.14,18.33,5.9,29.39
5830,0.53,9.87,0.14,18.33,5.9,29.39
5835,0.53,9.87,0.14,18.33,5.9,29.39
5840,0.53,9.87,0.14,18.33,5.9,29.39
5845,0.53,9.87,0.14,18.33,5.9,29.39
5850,0.53,9.87,0.14,18.33,5.9,29.39
5855,0.53,9.87,0.14,18.33,5.9,29.39
5860,0.53,9.87,0.14,18.33,5.9,29.39
5865,0.53,9.87,0.14,18.33,5.9,29.39
5870,0.53,9.87,0.14,18.33,5.9,29.39
5875,0.53,9.87,0.14,18.33,5.9,29.39
5880,0.53,9.87,0.14,18.33,5.9,29.39
5885,0.53,9.87,0.14,18.33,5.9,29.39
5890,0.53,9.87,0.14,18.33,5.9,29.39
5895,0.53,9.87,0.14,18.33,5.9,29.39
5900,0.53,9.87,0.14,18.33,5.9,29.39
5905,0.53,9.87,0.14,18.33,5.9,29.39
5910,0.53,9.87,0.14,18.33,5.9,29.39
5915,0.53,9.87,0.14,18.33,5.9,29.39
5920,0.53,9.87,0.14,18.33,5.9,29.39
5925,0.53,9.87,0.14,18.33,5.9,29.39
5930,0.53,9.87,0.14,18.33,5.9,29.39
5935,0.53,9.87,0.14,18.33,5.9,29.39
5940,0.53,9.87,0.14,18.33,5.9,29.39
5945,0.53,9.87,0.14,18.33,5.9,29.39
5950,0.53,9.87,0.14,18.33,5.9,29.39
5955,0.53,9.87,0.14,18.33,5.9,29.39
5960,0.53,9.87,0.14,18.33,5.9,29.39
5965,0.53,9.87,0.14,18.33,5.9,29.39
5970,0.53,9.87,0.14,18.33,5.9,29.39
5975,0.53,9.87,0.14,18.33,5.9,29.39
5980,0.53,9.87,0.14,18.33,5.9,29.39
5985,0.53,9.87,0.14,18.33,5.9,29.39
5990,0.53,9.87,0.14,18.33,5.9,29.39
5995,0.53,9.87,0.14,18.33,5.9,29.39
6000,0.52,9.76,0.13,18.58,5.4,28.59
