ts,hefei,ningbo,wuhan,wuxi
50,4.31,100.0,90.99,100.0
55,4.31,100.0,90.87,100.0
60,45.65,100.0,90.98,100.0
65,4.31,32.05,90.98,100.0
70,4.31,4.79,90.98,73.78
75,4.31,4.79,90.98,0.61
80,4.31,4.79,90.98,0.61
85,4.31,4.79,90.98,0.61
90,4.31,4.79,90.98,0.61
95,4.31,4.79,90.98,0.61
100,4.31,4.79,90.87,0.61
105,4.31,4.79,90.87,0.61
110,4.31,4.79,90.87,0.61
115,4.31,4.79,90.87,0.61
120,100.0,4.79,90.87,25.6
125,100.0,4.79,90.87,25.6
130,100.0,4.79,90.87,26.21
135,100.0,4.79,90.87,16.24
140,100.0,4.79,90.87,0.61
145,100.0,4.79,90.88,0.61
150,100.0,4.79,91.12,0.61
155,100.0,100.0,90.54,0.61
160,100.0,30.19,89.31,0.61
165,100.0,4.79,89.31,0.61
170,100.0,4.79,89.31,0.61
175,100.0,4.79,89.31,0.61
180,100.0,4.79,89.34,0.61
185,100.0,4.79,89.31,0.61
190,100.0,4.79,89.31,0.61
195,100.0,4.79,89.31,0.61
200,100.0,4.79,89.31,0.61
205,100.0,4.79,89.31,0.61
210,100.0,4.79,89.31,0.61
215,100.0,4.79,89.31,0.61
220,100.0,4.79,89.31,0.61
225,100.0,4.79,89.31,0.61
230,100.0,4.79,89.31,0.61
235,100.0,4.79,89.36,0.61
240,100.0,6.14,89.12,100.0
245,100.0,4.79,89.15,100.0
250,100.0,4.79,89.15,100.0
255,100.0,4.79,89.2,100.0
260,100.0,4.79,89.38,92.15
265,100.0,4.79,89.38,59.3
270,100.0,4.79,89.38,59.3
275,100.0,4.79,89.38,59.3
280,100.0,4.79,89.38,59.3
285,100.0,4.79,89.38,59.3
290,100.0,4.79,89.38,59.3
295,100.0,4.79,89.38,59.3
300,4.31,4.79,90.27,50.74
305,4.31,4.79,90.27,50.74
310,4.31,4.79,90.27,50.74
315,4.31,4.79,90.27,54.71
320,4.31,4.79,90.27,50.74
325,4.31,4.79,90.27,50.74
330,4.31,4.79,90.27,50.74
335,4.31,4.79,90.27,50.74
340,4.31,4.79,90.27,50.74
345,4.31,4.79,90.27,50.74
350,4.31,4.79,90.09,50.74
355,4.31,4.79,90.04,50.74
360,4.31,4.79,90.04,50.74
365,4.31,4.79,90.04,50.74
370,4.31,4.79,90.04,50.74
375,4.31,4.79,90.04,50.74
380,4.31,4.79,90.04,50.74
385,4.31,4.79,90.04,50.74
390,4.31,4.79,90.04,50.74
395,4.31,4.79,89.75,50.74
400,4.31,4.79,89.57,50.74
405,4.31,4.79,89.57,50.74
410,4.31,4.79,89.57,50.74
415,4.31,4.79,89.57,50.74
420,4.31,4.79,89.57,50.74
425,4.31,4.79,89.57,50.74
430,100.0,4.79,89.57,50.74
435,100.0,4.79,89.57,50.74
440,100.0,4.79,89.57,50.74
445,100.0,4.79,89.57,50.74
450,100.0,4.79,89.57,50.74
455,100.0,4.79,89.57,50.74
460,100.0,4.79,89.57,50.74
465,100.0,4.79,89.57,50.74
470,100.0,4.79,89.57,50.74
475,100.0,4.79,89.57,50.74
480,100.0,4.79,89.57,50.74
485,100.0,4.79,89.57,50.74
490,100.0,4.79,89.57,50.74
495,100.0,4.79,89.57,50.74
500,100.0,4.79,89.57,50.74
505,100.0,4.79,89.57,50.74
510,100.0,4.79,89.57,50.74
515,100.0,4.79,89.57,50.74
520,100.0,4.79,89.57,50.74
525,100.0,4.79,89.57,50.74
530,100.0,4.79,89.57,50.74
535,100.0,4.79,89.57,50.74
540,100.0,4.79,89.57,50.74
545,100.0,4.79,89.57,50.74
550,100.0,4.79,89.57,50.74
555,100.0,4.79,89.57,50.74
560,100.0,4.79,89.57,50.74
565,100.0,4.79,89.57,50.74
570,100.0,4.79,89.57,50.74
575,28.12,4.79,89.57,50.74
580,4.31,4.79,89.57,50.74
585,4.31,4.79,89.57,50.74
590,4.31,4.79,89.57,50.74
595,4.31,4.79,89.57,50.74
600,4.31,4.48,89.46,50.24
605,4.31,4.48,89.46,50.24
610,4.31,4.48,89.46,50.24
615,4.31,4.48,89.46,50.24
620,4.31,4.48,89.46,50.24
625,4.31,4.48,89.46,50.24
630,4.31,4.48,89.56,12.07
635,4.31,4.48,75.46,0.58
640,100.0,99.59,10.1,99.96
645,100.0,99.59,10.1,99.96
650,100.0,99.58,10.1,99.96
655,100.0,99.58,10.1,99.96
660,100.0,99.58,10.17,99.96
665,100.0,99.57,10.16,99.96
670,100.0,99.57,10.15,99.96
675,100.0,99.57,10.15,99.96
680,100.0,99.57,10.15,99.96
685,100.0,99.57,10.04,99.96
690,100.0,99.56,10.03,99.96
695,99.99,99.56,10.03,99.96
700,99.99,99.56,10.03,99.96
705,99.99,99.56,10.03,99.96
710,99.99,99.56,10.03,99.96
715,99.99,99.56,10.03,99.96
720,99.99,99.56,10.03,99.96
725,65.0,99.55,10.51,99.96
730,30.29,99.55,10.51,99.96
735,4.31,99.55,10.51,99.96
740,4.31,99.55,10.51,99.96
745,4.31,99.55,10.51,99.96
750,4.31,93.71,10.51,99.96
755,4.31,4.48,10.51,99.96
760,4.31,4.48,10.51,99.96
765,4.31,4.48,10.51,99.96
770,4.31,4.48,10.51,99.96
775,4.31,4.48,10.51,99.96
780,4.31,4.48,10.51,99.96
785,4.31,4.48,10.51,99.96
790,4.31,4.48,10.51,99.96
795,4.31,4.48,10.51,99.96
800,4.31,4.48,10.51,99.96
805,4.31,4.48,10.51,99.96
810,4.31,4.48,10.51,99.96
815,4.31,4.48,10.51,99.96
820,4.31,4.48,10.51,99.96
825,4.31,4.48,10.51,99.96
830,4.31,4.48,10.51,99.96
835,4.31,4.48,10.51,99.96
840,4.31,4.48,10.51,99.96
845,99.99,99.54,10.51,99.96
850,99.99,99.54,10.51,99.96
855,99.99,99.54,10.51,99.96
860,99.99,99.54,10.51,99.96
865,99.99,99.54,10.51,99.96
870,99.99,99.54,10.51,99.96
875,99.99,99.54,10.51,99.96
880,99.99,99.54,10.51,99.96
885,99.99,99.54,10.51,99.96
890,99.99,99.54,10.51,99.96
895,99.99,99.54,10.51,99.96
900,99.99,99.54,10.51,99.96
905,99.99,99.54,10.51,99.96
910,99.99,77.03,10.51,99.96
915,26.41,4.48,10.51,99.96
920,4.31,4.48,10.51,99.96
925,4.31,4.48,10.51,99.96
930,4.31,4.48,10.51,99.96
935,4.31,4.48,10.51,99.96
940,4.31,4.48,10.51,99.96
945,99.99,4.48,10.32,99.96
950,99.99,4.48,9.54,99.96
955,99.99,4.48,9.54,99.96
960,99.99,4.48,9.54,99.96
965,99.99,4.48,9.54,99.96
970,99.99,4.48,9.54,99.96
975,99.99,4.48,9.54,91.91
980,99.99,4.48,9.54,58.79
985,99.99,4.48,9.54,58.79
990,99.99,4.6,8.53,58.79
995,99.99,4.48,7.85,99.96
1000,99.99,4.48,7.85,99.96
1005,66.13,4.48,7.85,99.96
1010,4.31,4.48,7.85,85.1
1015,4.31,4.48,7.85,58.78
1020,4.31,4.48,7.85,58.78
1025,4.31,4.48,7.85,58.78
1030,4.31,4.48,7.85,58.78
1035,4.31,4.48,7.85,58.78
1040,4.31,4.48,7.85,58.78
1045,4.31,4.48,7.85,58.78
1050,4.31,4.48,7.85,58.78
1055,4.31,4.48,7.95,58.78
1060,4.31,4.48,7.95,58.78
1065,4.31,4.48,7.95,58.77
1070,4.31,4.48,7.95,58.77
1075,4.31,4.48,7.95,58.77
1080,4.31,4.48,7.95,58.77
1085,4.31,4.48,7.95,58.77
1090,4.31,4.48,7.95,58.77
1095,4.31,4.48,7.95,58.77
1100,4.31,4.48,7.95,58.77
1105,4.31,4.48,7.95,58.77
1110,4.31,4.48,7.95,58.77
1115,4.31,4.48,7.95,58.77
1120,4.31,4.48,7.95,58.77
1125,4.31,4.48,7.95,58.77
1130,4.31,4.48,7.95,58.77
1135,4.31,4.48,7.95,58.77
1140,4.31,4.48,7.95,58.77
1145,4.31,4.48,7.95,58.77
1150,4.31,4.48,7.95,58.77
1155,4.31,4.48,7.95,58.76
1160,4.31,4.48,7.95,58.76
1165,4.31,4.48,7.95,58.76
1170,4.31,4.48,7.95,58.76
1175,4.31,4.48,7.95,58.76
1180,4.31,4.48,7.95,58.76
1185,4.31,4.48,7.95,58.76
1190,4.31,4.48,7.95,58.76
1195,4.31,4.48,7.95,58.76
1200,4.25,5.88,8.17,58.47
1205,4.25,5.88,8.17,58.46
1210,4.25,5.88,8.17,58.46
1215,4.25,5.88,8.17,58.45
1220,4.25,5.88,8.17,58.45
1225,4.25,5.88,8.17,58.44
1230,4.25,5.88,8.17,58.44
1235,4.25,5.88,8.17,58.43
1240,4.25,5.88,8.17,58.43
1245,4.25,5.88,8.17,58.43
1250,4.25,5.88,8.17,58.42
1255,4.25,5.88,8.17,58.42
1260,4.25,5.88,8.17,58.41
1265,4.25,5.88,8.17,58.41
1270,4.25,5.88,8.17,58.41
1275,4.25,5.88,8.17,58.4
1280,4.25,5.88,8.17,58.4
1285,4.25,5.88,8.17,58.4
1290,4.25,5.88,8.17,58.39
1295,4.25,5.88,8.17,58.39
1300,4.25,5.88,8.17,58.39
1305,4.25,5.88,8.17,58.38
1310,4.25,5.88,8.17,58.38
1315,4.25,5.88,8.17,58.38
1320,4.25,5.88,8.17,58.38
1325,4.25,5.88,8.17,58.37
1330,4.25,5.88,8.17,58.37
1335,4.25,5.88,8.17,58.37
1340,4.25,5.88,8.17,58.37
1345,4.25,5.88,8.17,58.36
1350,4.25,5.88,8.17,58.36
1355,4.25,5.88,8.17,58.36
1360,4.25,5.88,8.17,58.36
1365,4.25,5.88,8.17,58.35
1370,4.25,5.88,8.17,58.35
1375,4.25,5.88,8.17,58.35
1380,4.25,5.88,8.17,58.35
1385,4.25,5.88,8.17,58.34
1390,4.25,5.88,8.17,52.82
1395,4.25,5.88,8.17,45.17
1400,4.25,5.88,8.17,45.17
1405,4.25,5.88,8.17,45.17
1410,4.25,5.88,8.17,45.17
1415,4.25,5.88,8.17,45.16
1420,4.25,5.88,8.17,45.16
1425,4.25,5.88,8.17,45.16
1430,4.25,5.88,8.17,45.16
1435,4.25,5.88,8.17,45.16
1440,4.25,5.88,8.17,45.15
1445,4.25,5.88,8.17,45.15
1450,4.25,5.88,8.17,45.15
1455,4.25,5.88,8.17,45.15
1460,4.25,5.88,8.17,45.15
1465,4.25,5.88,8.17,45.14
1470,4.25,5.88,8.17,45.14
1475,4.25,5.88,8.17,45.14
1480,4.25,5.88,8.17,45.14
1485,4.25,5.88,8.17,45.14
1490,4.25,5.88,8.17,45.14
1495,4.25,5.88,8.17,45.14
1500,4.25,5.88,8.17,45.13
1505,4.3,99.86,8.09,45.13
1510,4.25,99.85,7.81,45.13
1515,4.25,99.84,7.81,45.13
1520,4.25,99.83,7.81,45.13
1525,4.25,99.82,7.81,45.13
1530,4.25,99.81,7.81,45.12
1535,4.25,99.8,7.81,45.12
1540,4.25,99.79,7.81,45.12
1545,4.25,99.78,7.81,45.12
1550,4.25,99.77,7.81,45.12
1555,4.25,99.76,7.81,45.12
1560,4.25,99.75,7.81,45.12
1565,4.25,99.74,7.81,45.11
1570,4.25,99.74,7.81,45.11
1575,4.25,99.73,7.81,45.11
1580,4.25,99.72,7.81,45.11
1585,4.25,99.71,7.81,45.11
1590,4.25,99.7,7.81,45.11
1595,4.25,99.69,7.81,45.11
1600,4.25,99.68,7.81,45.11
1605,4.25,99.67,7.81,45.1
1610,4.25,99.66,7.81,45.1
1615,4.25,99.66,7.81,45.1
1620,4.25,99.65,7.81,45.1
1625,4.25,99.64,7.81,45.1
1630,4.25,99.63,7.81,45.1
1635,4.25,99.62,7.81,45.1
1640,4.25,99.61,7.81,45.1
1645,4.25,99.6,7.81,45.09
1650,4.25,99.6,7.81,45.09
1655,4.25,99.59,7.81,45.09
1660,4.25,99.58,7.81,45.09
1665,66.47,99.57,7.81,51.5
1670,4.25,99.56,7.81,99.9
1675,4.25,99.56,7.81,99.9
1680,4.25,99.55,7.81,99.9
1685,4.25,99.54,7.81,99.9
1690,4.25,99.53,7.81,99.9
1695,4.25,99.53,7.81,99.9
1700,4.25,99.52,7.81,99.9
1705,4.25,99.51,7.81,99.9
1710,4.25,99.5,7.81,99.9
1715,4.25,99.5,7.81,99.9
1720,4.25,99.49,7.81,99.9
1725,4.25,99.48,7.81,99.9
1730,4.25,99.47,7.81,99.9
1735,4.25,99.47,7.81,99.9
1740,4.25,99.46,7.81,99.9
1745,4.25,99.45,7.81,99.9
1750,4.25,99.45,7.81,99.9
1755,4.25,99.44,7.81,99.9
1760,4.25,99.43,7.81,99.9
1765,4.25,99.42,7.81,99.9
1770,4.25,99.42,7.81,99.9
1775,4.25,99.41,7.81,99.9
1780,4.25,99.4,7.81,99.9
1785,4.25,99.4,7.81,99.9
1790,4.25,99.39,7.81,99.9
1795,4.25,99.38,7.81,99.9
1800,4.24,99.3,8.35,99.87
1805,4.24,99.3,8.35,99.87
1810,4.24,99.29,8.35,99.87
1815,4.24,99.28,8.35,99.86
1820,4.24,99.28,8.35,99.86
1825,4.24,99.27,8.35,99.86
1830,4.24,99.27,8.35,99.86
1835,4.24,99.26,8.35,99.86
1840,4.24,99.26,8.35,99.86
1845,4.24,99.25,8.35,99.86
1850,4.24,99.25,8.35,99.86
1855,4.24,99.24,8.35,99.86
1860,4.24,99.23,8.35,99.86
1865,4.24,99.23,8.35,99.86
1870,4.24,99.22,8.35,99.86
1875,4.24,99.22,8.35,99.86
1880,4.24,99.21,8.35,99.86
1885,4.24,99.21,8.35,99.86
1890,4.24,99.2,8.35,99.86
1895,4.24,99.2,8.35,99.86
1900,4.24,99.19,8.35,99.86
1905,4.24,99.19,8.35,99.86
1910,4.24,99.18,8.35,99.86
1915,4.24,99.18,8.35,99.86
1920,4.24,99.17,8.35,99.86
1925,4.24,99.17,8.35,99.86
1930,4.24,99.16,8.35,99.86
1935,4.24,99.16,8.35,99.86
1940,4.24,99.15,8.35,99.86
1945,4.24,99.15,8.35,99.86
1950,4.24,99.14,8.35,99.86
1955,4.24,99.14,8.35,99.86
1960,4.24,99.13,8.35,99.86
1965,4.24,99.13,8.35,99.86
1970,4.24,99.12,8.35,99.85
1975,4.24,99.12,8.35,99.85
1980,4.24,99.11,8.35,99.85
1985,4.24,99.11,8.35,99.85
1990,4.24,99.1,8.35,99.85
1995,4.24,99.1,8.35,99.85
2000,4.24,99.09,8.35,99.85
2005,4.24,99.09,8.35,99.85
2010,4.24,99.08,8.35,99.85
2015,4.24,99.08,8.35,99.85
2020,4.24,99.07,8.35,99.85
2025,4.24,99.07,8.35,99.85
2030,4.24,99.07,8.35,99.85
2035,4.24,99.06,8.35,99.85
2040,4.24,99.06,8.35,99.85
2045,4.24,99.05,8.35,99.85
2050,4.24,99.05,8.35,99.85
2055,4.24,99.04,8.35,99.85
2060,4.24,99.04,8.35,99.85
2065,4.24,99.03,8.35,99.85
2070,4.24,99.03,8.35,99.85
2075,4.24,99.02,8.35,99.85
2080,4.24,99.02,8.35,99.85
2085,4.24,99.02,8.35,99.85
2090,4.24,99.01,8.35,99.85
2095,4.24,99.01,8.34,99.85
2100,4.24,99.0,8.34,99.85
2105,4.24,99.0,8.34,99.85
2110,4.24,98.99,8.34,99.85
2115,4.24,98.99,8.34,99.85
2120,4.24,98.99,8.34,99.85
2125,4.24,98.98,8.34,99.85
2130,4.24,98.98,8.34,99.85
2135,4.24,98.97,8.34,99.85
2140,4.24,98.97,8.34,99.85
2145,4.24,98.96,8.34,99.85
2150,4.24,98.96,8.34,99.85
2155,4.24,98.96,8.34,99.85
2160,4.24,98.95,8.34,99.85
2165,4.24,98.95,8.34,99.85
2170,4.24,78.25,8.34,99.85
2175,4.24,5.81,8.34,99.85
2180,97.78,5.81,8.3,99.85
2185,99.88,5.81,8.33,99.85
2190,99.88,5.81,8.33,99.85
2195,99.88,5.81,8.33,99.85
2200,99.88,5.81,8.33,99.84
2205,99.88,5.81,8.33,99.84
2210,99.88,5.81,8.33,99.84
2215,99.88,5.81,8.33,99.84
2220,99.88,5.81,8.33,99.84
2225,99.88,5.81,8.33,99.84
2230,99.88,5.81,8.33,99.84
2235,99.88,5.81,8.33,99.84
2240,99.88,5.81,8.33,99.84
2245,99.88,5.81,8.33,99.84
2250,99.88,5.81,8.31,99.84
2255,99.88,5.81,8.24,99.84
2260,99.88,5.81,8.33,99.84
2265,99.88,5.81,8.33,99.84
2270,99.88,5.81,8.33,99.84
2275,99.88,5.81,8.33,99.84
2280,99.88,5.81,8.33,99.84
2285,99.88,5.81,8.33,99.84
2290,99.88,5.81,8.33,99.84
2295,99.88,5.81,8.33,99.84
2300,99.88,5.81,8.33,99.84
2305,99.88,5.81,8.33,99.84
2310,99.88,5.81,8.33,99.84
2315,99.88,5.81,8.33,99.84
2320,99.88,5.81,8.33,99.84
2325,99.88,5.81,8.33,99.84
2330,99.88,5.81,8.33,99.84
2335,99.88,5.81,8.33,99.84
2340,99.88,5.81,8.33,99.84
2345,99.88,98.81,8.33,99.84
2350,99.88,98.81,8.33,99.84
2355,99.88,98.8,8.33,99.84
2360,99.88,98.8,8.33,99.84
2365,99.88,98.8,8.33,99.84
2370,99.88,98.79,8.33,99.84
2375,99.88,98.79,8.33,99.84
2380,99.88,98.79,8.33,99.84
2385,99.88,98.78,8.44,99.84
2390,99.88,98.78,8.34,99.84
2395,99.88,98.77,8.33,99.84
2400,99.84,98.58,8.72,99.81
2405,99.84,98.58,8.72,99.81
2410,99.84,98.58,8.72,99.81
2415,99.84,98.57,8.72,99.81
2420,99.84,98.57,8.72,99.81
2425,99.84,98.57,8.72,99.81
2430,99.84,98.57,8.72,99.81
2435,99.84,98.56,8.72,99.81
2440,99.84,98.56,8.72,99.81
2445,99.84,98.56,8.72,99.8
2450,99.84,98.56,8.72,99.8
2455,99.84,98.56,8.72,99.8
2460,99.84,98.55,8.72,99.8
2465,99.84,98.55,8.72,99.8
2470,99.84,98.55,8.72,99.8
2475,99.84,98.55,8.72,99.8
2480,99.84,98.55,8.72,99.8
2485,99.84,98.54,8.72,99.8
2490,99.84,98.54,8.72,99.8
2495,99.84,98.54,8.72,99.8
2500,99.84,98.54,8.72,99.8
2505,99.84,98.54,8.72,99.8
2510,99.84,98.54,8.72,99.8
2515,99.84,98.54,8.72,99.8
2520,99.84,98.54,8.72,99.8
2525,99.84,98.54,8.72,99.8
2530,99.84,98.54,8.72,99.8
2535,99.84,98.54,8.72,99.8
2540,99.84,98.54,8.72,99.8
2545,99.84,98.54,8.72,99.8
2550,99.84,98.54,8.72,99.8
2555,99.84,98.54,8.72,99.8
2560,99.84,98.54,8.72,99.8
2565,99.84,98.54,8.72,99.8
2570,99.84,98.54,8.72,99.8
2575,99.84,98.54,8.72,99.8
2580,99.84,98.55,8.72,99.8
2585,99.84,98.55,8.63,99.8
2590,99.84,98.55,8.62,99.8
2595,99.84,98.55,8.62,99.8
2600,99.83,98.55,8.62,99.8
2605,99.83,98.55,8.62,99.8
2610,99.83,98.55,8.62,99.8
2615,99.83,98.55,8.62,99.8
2620,99.83,98.55,8.62,99.8
2625,99.83,98.55,8.62,99.8
2630,99.83,98.55,8.62,99.8
2635,99.83,98.55,8.62,99.8
2640,99.83,98.55,8.62,99.8
2645,99.83,98.55,8.62,99.8
2650,99.83,98.55,8.62,99.8
2655,99.83,98.55,8.62,99.8
2660,99.83,98.55,8.62,99.8
2665,99.83,98.55,8.62,99.8
2670,99.83,98.55,8.62,99.8
2675,99.83,98.55,8.62,99.8
2680,99.83,98.55,8.62,99.8
2685,99.83,98.56,8.62,99.8
2690,99.83,98.56,8.62,99.8
2695,99.83,98.56,8.62,99.8
2700,99.83,98.56,8.62,99.8
2705,99.83,98.56,8.62,99.8
2710,99.83,98.56,8.62,99.8
2715,99.83,98.56,8.62,99.8
2720,99.83,98.56,8.62,99.8
2725,99.83,98.56,8.62,99.8
2730,99.83,98.56,8.62,99.8
2735,99.83,98.56,8.62,99.8
2740,99.83,98.56,8.62,99.8
2745,99.83,98.56,8.62,99.8
2750,99.83,98.56,8.62,99.8
2755,99.83,98.56,8.62,99.8
2760,99.83,98.56,8.62,99.8
2765,99.83,98.56,8.62,99.8
2770,99.83,98.56,8.62,99.8
2775,99.83,98.56,8.62,99.79
2780,99.83,98.56,8.62,99.79
2785,99.83,98.57,8.62,99.79
2790,99.83,98.57,8.85,99.79
2795,99.83,98.57,8.85,99.79
2800,99.83,98.57,8.85,99.79
2805,99.83,98.57,8.85,99.79
2810,99.83,98.57,8.85,99.79
2815,99.83,98.57,8.85,99.79
2820,99.83,98.57,8.85,99.79
2825,99.83,98.57,8.85,99.79
2830,99.83,98.57,8.85,99.79
2835,99.83,98.57,8.85,99.79
2840,99.83,98.57,8.85,99.79
2845,99.83,98.57,8.85,99.79
2850,99.83,98.57,8.85,99.79
2855,99.83,98.57,8.85,99.79
2860,99.83,98.57,8.85,99.79
2865,99.83,98.57,8.85,99.79
2870,99.83,98.57,8.85,99.79
2875,99.83,98.57,8.85,99.79
2880,99.83,98.58,8.85,99.79
2885,99.83,98.58,8.85,99.79
2890,99.83,98.58,8.85,99.79
2895,99.83,98.58,8.85,99.79
2900,99.83,98.58,8.85,99.79
2905,99.83,98.58,8.85,99.79
2910,99.83,98.58,8.85,99.79
2915,99.83,98.58,8.85,99.79
2920,99.83,98.58,8.85,99.79
2925,99.83,98.58,9.23,99.79
2930,99.83,98.58,9.83,99.79
2935,99.83,98.58,9.83,99.79
2940,99.83,98.58,9.83,99.79
2945,99.83,98.58,9.83,99.79
2950,99.83,98.58,8.93,99.79
2955,99.83,98.58,8.85,99.79
2960,99.83,98.58,8.85,99.79
2965,99.83,98.58,8.85,99.79
2970,99.83,98.58,8.85,99.79
